term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf,vector,x,y
harry,18258,0.016327048906924733,5.9365921405832,5,NNP,5,"{'VB', 'NN', 'NNP', 'VBP', 'RP'}",0,harri,harri,harry,0.0,0.0,"[-0.09452344 -0.13862173 -0.06458262  0.10866639  0.24647453  0.14911029
  0.37072086  0.20396452 -0.18887186 -0.14263871  0.1808761  -0.02380382
  0.10385314 -0.07446054 -0.37366226  0.14337215  0.36074597 -0.1583016
 -0.32816485 -0.06542211  0.5638775  -0.3787867   0.27366504 -0.08295254
  0.05826224  0.13630211  0.21939787  0.09972411 -0.34978193 -0.00523361
 -0.21592186  0.28973395  0.11606413  0.04343875 -0.2807868   0.01514763
  0.20528801 -0.12258589  0.02042115 -0.37286693 -0.16925056  0.41261703
 -0.2752614  -0.16142878  0.15895642  0.17300159 -0.279467    0.21425596
  0.1708019   0.12592077 -0.41864356  0.25080842 -0.1748996   0.29340294
 -0.21718435 -0.03304635  0.2157831  -0.41875783 -0.0815027   0.17107388
  0.07458319 -0.10754855 -0.08385155 -0.02360287 -0.26503745 -0.05869618
  0.07059119  0.18122531 -0.08905615  0.16123633  0.30982935  0.3083167
  0.0751319  -0.08665544  0.02278759  0.07245184  0.10755648 -0.03984496
  0.04005611  0.25599325 -0.24901955 -0.12972537  0.09168148  0.17752786
 -0.1277811   0.06528141  0.26786643  0.12537822 -0.18434699 -0.02760957
 -0.14414053 -0.15383352  0.03343421  0.00961262  0.13863596  0.36379862
 -0.22899622 -0.10626246  0.07718982 -0.00561237  0.02922614  0.4699255
  0.08466755  0.20849553 -0.02163437 -0.22150517  0.2679052   0.08580083
 -0.05260007  0.04474052 -0.0839553  -0.19710736 -0.01513974  0.05972998
 -0.11783107  0.1594427   0.2815321   0.08630947 -0.05405705  0.06293298
  0.24162963 -0.12277003  0.5110654  -0.11751252  0.10926803 -0.23377927
 -0.12678911  0.11433672  0.04041621  0.38078088  0.12944598  0.07157114
  0.01384975 -0.03307562 -0.09461892  0.01887877  0.12860647  0.03095042
  0.1716516  -0.05774023  0.14634946 -0.25993332  0.15760353 -0.00847344
 -0.5242399   0.00957263  0.01527694  0.10079965  0.14418346  0.22014037
  0.18976456 -0.23107025 -0.31647977  0.11280599 -0.01689125  0.00352907
 -0.08982635  0.33580008 -0.19479173 -0.04115782 -0.04643271  0.10005807
 -0.1559384   0.05024319  0.20915337  0.05533474  0.10927271 -0.08151408
  0.26127356 -0.01430747 -0.16547129 -0.32083088  0.09015981  0.22728752
 -0.2599613  -0.22981575 -0.13658158 -0.20475793  0.04350565 -0.20740728
 -0.2553221   0.03180478  0.00324925 -0.15396416  0.09312995 -0.14889765
 -0.10346122 -0.5962854  -0.0790967  -0.07985819  0.19405736 -0.11930446
  0.12467175  0.01465358  0.10457895  0.10466217  0.02053155 -0.25499418
 -0.0227647   0.17608182 -0.27524814  0.32346988 -0.16291764  0.08742058
  0.34240025  0.13603374 -0.23517755 -0.19433348 -0.19712879 -0.04489136
 -0.09031532 -0.00371263  0.2470037  -0.17343736  0.05540354 -0.30487803
  0.5425039   0.2794197  -0.15999633 -0.12429774 -0.23679213 -0.08512861
 -0.02622279 -0.20742685  0.12065867 -0.15970296 -0.15451786  0.08032417
 -0.16509937  0.0958012  -0.00510329 -0.03332138 -0.17589621 -0.16569833
 -0.37561664  0.00250279 -0.11472953  0.357582    0.01388225 -0.03228376
 -0.04513792  0.29979664  0.1578632   0.55585754 -0.14634903  0.23509692
  0.06741002 -0.17494647 -0.326523   -0.09512341  0.22809105  0.17190546
 -0.1124597  -0.23838781 -0.2044059   0.00325768]",-21.521935,-6.7007146
said,14491,0.012958443734814673,6.269963723934996,4,VBD,2,"{'VBD', 'NNP'}",0,said,said,said,0.43320145733875015,0.00062540630840825,"[-1.4825100e-01 -5.4909879e-01  1.7533515e-01 -1.7069693e-01
  2.0085056e-01 -5.7405505e-02  1.1617234e-01  4.8960179e-02
 -3.8883242e-01  3.8881326e-01 -6.1840393e-02  1.5817390e-01
 -3.6715665e-01 -2.4145629e-01  8.5477889e-02 -7.1970105e-02
  2.7828630e-02  5.0499731e-01  8.6139992e-02 -4.7184754e-02
 -4.3739002e-02 -2.7616191e-01 -3.5784718e-01  1.0795531e-02
  1.2679009e-01  5.9217487e-02  1.0236218e-01  1.3735798e-01
  3.0289379e-01 -1.3870609e-01 -1.7849125e-01  2.2010000e-01
 -3.6221147e-01 -2.7733994e-01 -4.2607080e-02  4.6440279e-01
  1.4826009e-01 -3.5062287e-02  6.4648435e-02 -2.4739246e-01
  2.2658376e-01  5.3640199e-01  1.8464795e-01  1.2517489e-01
  2.4520884e-01 -7.8492619e-02 -1.5945794e-01 -4.0423322e-02
  1.5796570e-01 -1.2822999e-01  4.0050361e-01 -1.4367202e-01
 -2.2148086e-02  2.6078770e-01  2.3887259e-01 -2.4656989e-01
 -3.6165558e-03 -2.7712286e-01  4.7231489e-01  2.9235935e-01
  3.1501767e-01 -8.2785651e-02 -1.0545030e-01  1.9664247e-01
 -5.7710644e-02  1.4291649e-01  2.2147194e-01  2.8079614e-01
  1.9061261e-01 -1.5644987e-01  1.0404065e-01 -3.3619669e-01
 -9.8554589e-02 -2.7267727e-01 -1.3894495e-01  2.5522146e-01
  1.4289330e-01 -1.3033992e-01  4.7543761e-01  4.1884911e-01
 -1.5725704e-01 -4.7424422e-03  6.3396148e-02  5.0519401e-01
 -5.8453433e-02 -2.1186154e-01  1.6065234e-01 -2.8451088e-01
 -1.2707099e-01 -3.4440657e-01 -2.3501618e-01 -4.0663138e-02
  3.8743892e-01 -3.4587088e-01  2.3451163e-01  1.6600543e-01
 -8.6931467e-02 -2.1205764e-01 -3.1813022e-01 -6.1689645e-01
 -1.0225349e-01  1.9561134e-01  1.7005330e-01  2.0832124e-01
  5.5053359e-01  1.7172754e-01  1.7878504e-01 -1.8490393e-01
  1.4594275e-01 -4.4441682e-01  5.8269608e-01 -2.1805725e-01
  2.5444460e-01 -2.3212744e-01 -3.0552177e-02 -3.4449661e-01
  2.5419316e-01 -1.7304040e-01  7.3382095e-02  4.2707611e-02
 -3.3510330e-01  1.5270674e-01 -2.5554726e-01  5.0098486e-03
 -1.0884391e-01 -3.7737003e-01  1.1609062e-01 -3.5055506e-01
  1.7377700e-01 -2.7387631e-01  2.8037804e-01  8.0227904e-04
  4.0746886e-02  3.3853941e-02 -1.5008566e-01 -2.9618269e-01
 -3.0257720e-01 -2.8208044e-01  2.9805872e-01  1.1716337e-02
 -5.7695425e-01  2.6165562e-02  6.6534303e-02 -1.5349843e-01
 -7.8511676e-03 -5.3117198e-01 -6.7611896e-02 -4.2722546e-02
  1.0381640e-01  7.2065733e-02  3.4620166e-02 -1.3100360e-01
  6.9546901e-02  2.1068513e-01 -4.8570874e-01 -1.7836826e-01
 -1.0859354e-01 -7.4073568e-02 -3.1433600e-01  3.5548690e-01
 -1.3534713e-01  2.7214548e-01  1.5628166e-01 -3.5193211e-01
  1.3987847e-01 -3.0442616e-01 -1.6307989e-01  3.4409651e-01
  3.0296439e-01 -1.5786499e-01 -1.1275054e-01 -1.5413703e-01
  1.9010091e-01  2.4871431e-01  2.7694741e-01 -2.4436587e-02
 -4.9316493e-01  1.5004194e-01  1.7463484e-01  3.1392388e-02
 -2.4817739e-01 -1.6356635e-01 -1.6909094e-01 -9.6976675e-02
  3.5845125e-01  6.1844878e-02 -4.1198707e-01  9.9045657e-02
  2.6648408e-02 -5.0122082e-02  2.5074533e-01 -7.4107185e-02
 -4.1443701e-03 -1.7012919e-01 -5.3418741e-02 -2.7628085e-01
 -1.5943736e-01 -3.1658056e-01 -3.7505990e-01 -1.2572734e-01
 -1.4978787e-01  3.6200773e-02 -1.8174480e-01  1.6893454e-02
  9.3854152e-02 -1.6517423e-01 -2.8018695e-01 -7.0541605e-02
 -1.3057023e-01  2.6914662e-02  4.1457260e-01  6.1741024e-02
  3.5743210e-01  1.6170406e-01  8.5039716e-03  5.2582592e-01
 -5.9492989e-03  5.6567317e-01 -3.9657202e-01  5.9939831e-02
  2.3426886e-01 -1.7283556e-01 -2.2715980e-01  2.0693140e-01
 -1.5107358e-01 -1.9119452e-01 -2.0849320e-01  6.8022788e-02
 -1.5336740e-01 -4.6342686e-03 -2.3674962e-01  2.7317253e-01
  3.7447080e-01 -4.5065361e-01 -1.8402340e-01  3.4024420e-01
 -8.7845968e-03 -1.7090926e-01 -8.6798012e-02 -1.0477664e-01
  2.6369429e-01 -4.1139051e-02 -3.4047210e-01  2.7305961e-01
  3.4760762e-02 -9.1072852e-03  2.5309941e-01  1.4590523e-01
 -1.0968284e-01 -3.8483909e-01 -2.9665640e-01 -4.9142726e-02
 -2.8838313e-01  2.4624909e-01  8.9807429e-05  3.5011035e-01]",-31.288881,-22.43452
ron,6319,0.005650707746897655,7.467352709347873,3,NNP,5,"{'VB', 'NN', 'RB', 'NNP', 'NNPS'}",0,ron,ron,ron,7.844502835152109,0.0053459210493164945,"[-0.06170536 -0.15288657 -0.18144773  0.32640243  0.3580124   0.1053008
  0.21522659  0.11617466 -0.31127402  0.0895471   0.10467834 -0.03788529
  0.07863889 -0.22227582 -0.43112114  0.06876691  0.41438556  0.05304047
 -0.20145224  0.12872288  0.2978792  -0.27705482  0.25578976 -0.21527433
  0.11146587  0.13675097  0.07670732  0.07265621 -0.33040512 -0.25055903
 -0.2728753   0.22982988 -0.08346551  0.03387991 -0.23585027  0.18726315
  0.19634697 -0.14146529  0.18170832 -0.18555796  0.04364442  0.31251642
  0.16506314 -0.2259976   0.20971265 -0.07434621 -0.36167058  0.15770027
  0.04555508  0.11425359 -0.372551    0.09427985 -0.02088794  0.28893435
 -0.120739    0.02074418  0.15715991 -0.41430017 -0.24458987  0.14455554
  0.22856298  0.04840784  0.15850809 -0.0455474  -0.28527915 -0.3562514
  0.3189264   0.1609772   0.34943068  0.10125932  0.08987968  0.21238701
 -0.04225563 -0.15278101 -0.20410381 -0.27177802  0.13420054  0.2017537
  0.2280504   0.6529797  -0.3975468  -0.02938981  0.1268069   0.1402227
  0.02788273  0.04065762  0.23018216  0.27038077 -0.09623164 -0.14587368
  0.04760737 -0.27879852 -0.15312983  0.17293142  0.28412947  0.33836427
 -0.23310731 -0.13306557 -0.1837286   0.07672962  0.08427414  0.01424524
  0.02257578  0.1765305  -0.00638079 -0.01955361  0.18325496  0.14004925
  0.11962635  0.17172658  0.05577717 -0.06092542  0.07524512  0.07195687
 -0.13949148 -0.31218976  0.4264255   0.13345999  0.07870416  0.060197
  0.04029468 -0.15749554  0.1075376  -0.3488502  -0.0639416  -0.2889221
 -0.10168698  0.07983107  0.0745727   0.15230045  0.0508953   0.3072132
  0.27749166  0.14586486  0.06145338  0.06924094 -0.02924961 -0.09263436
  0.30172125 -0.30195987  0.09502106 -0.01773531  0.5809838   0.18013915
 -0.33382276 -0.3770254  -0.10973594 -0.07287431  0.00716325  0.11008814
 -0.10338094 -0.26330304 -0.4146071   0.04258737  0.09754175 -0.02800182
 -0.02168531  0.40348703 -0.16527697  0.10485759 -0.18436287 -0.35312724
 -0.18473883  0.16376777  0.14056626  0.3092002   0.01625779 -0.05810696
  0.46725202 -0.11684401  0.00253986 -0.1568976   0.10865911 -0.02275974
 -0.45278534 -0.32627663 -0.01210615 -0.28343964 -0.07648303 -0.29109186
 -0.13327351  0.06840628  0.14980529 -0.39349973  0.14541529 -0.16532141
 -0.4893333  -0.37944934 -0.32464686 -0.0040008   0.02125902 -0.17138538
  0.22719839 -0.01450054 -0.08851028 -0.15136987  0.00637502 -0.18263157
 -0.03453049  0.02337583 -0.31921825  0.29381266  0.07633647  0.08061252
  0.21562627 -0.23753278 -0.0338129  -0.2514366  -0.14026985 -0.22301738
  0.05327409 -0.03455583  0.20165427  0.14901108  0.10073244  0.09794346
  0.518709    0.34153107 -0.15083848  0.06747708 -0.2542432  -0.0687366
  0.06769056  0.01620055 -0.08994924 -0.32030544 -0.37198073  0.07368241
 -0.16626972  0.12793589 -0.19926146 -0.14192115 -0.02478815 -0.30146006
 -0.19173682 -0.27671826 -0.00531024  0.336173    0.18308713  0.03075334
  0.03706768  0.4700211   0.44714686  0.7621125  -0.1374469   0.22272182
  0.08650739 -0.07073921 -0.23027572 -0.08744533  0.19473441  0.23585191
 -0.17512672 -0.03888897  0.07736162  0.09746861]",-23.756907,-5.5429707
hermione,5348,0.004782399909860525,7.708049509725599,8,NNP,7,"{'VB', 'NN', 'RB', 'NNP', 'PRP', 'RP', 'CD'}",0,hermion,hermion,herm,9.767629851597142,0.005663759473349078,"[-0.08664014 -0.21211572  0.00680703  0.29923734  0.22630525  0.07966109
  0.42646042  0.07704121 -0.1585601  -0.01246988  0.06039524 -0.00662172
  0.24593955 -0.2184613  -0.1513439   0.285421    0.25095513 -0.05329921
 -0.2586178  -0.03377015  0.3285154  -0.06310412  0.1574619  -0.30626062
  0.14795977  0.270591    0.25678602  0.13653097 -0.29644942 -0.1282191
 -0.32521972  0.11233525 -0.04011084  0.02518336 -0.2656649   0.24275424
  0.23015185 -0.20709811  0.16864242 -0.30976447 -0.01048225  0.4404825
 -0.0443779  -0.00154582  0.23736234  0.10754133 -0.2884266   0.0984628
  0.03292491  0.07087509 -0.1891515   0.23534663 -0.2087476   0.20498694
 -0.00910225 -0.10100593  0.23554623 -0.466097   -0.27469984  0.04564375
  0.11482859 -0.06544994  0.08427852 -0.08377304 -0.24278995 -0.184574
  0.25775534  0.16512689  0.35043287  0.2082705   0.15453549  0.29383853
 -0.03274224  0.01476435 -0.09861724  0.01719995  0.13683976  0.06575911
  0.342711    0.29635608 -0.22985053  0.03926215  0.22243066  0.20505518
 -0.15600958  0.04634088  0.08422389 -0.01333653 -0.23517913 -0.22706315
 -0.10417477 -0.02553055  0.12228376  0.05478153  0.1172005   0.24089485
 -0.2211397  -0.28683054 -0.02508263 -0.07575318  0.18962279  0.25182232
  0.06358305  0.28640145 -0.01777766 -0.12856357  0.22582795  0.11227283
  0.07951235  0.07581073  0.20567308 -0.12943408 -0.09290449  0.13441575
  0.03836279 -0.04597318  0.33673066 -0.07427267  0.17413737  0.08429838
  0.18384153 -0.10176966  0.29071775 -0.17723677 -0.0297426  -0.4336981
 -0.33609575 -0.09972145  0.01623909  0.06756679  0.06373382  0.17737854
  0.02124118  0.09206714  0.02997953 -0.21723904 -0.02956551 -0.03590614
  0.20521846 -0.12837219 -0.02074221  0.02751587  0.02221131  0.12243994
 -0.44519678 -0.18176097  0.0301757   0.0415326   0.12022826  0.24432026
  0.06344476 -0.05692478 -0.33935505  0.13884889 -0.09967641 -0.19290571
 -0.05020459  0.196931   -0.33408552  0.02205353 -0.24287035 -0.10017326
  0.04387174  0.12331071  0.18615897  0.01723533  0.02628438  0.02712715
  0.22389942 -0.2495393  -0.07060646 -0.22999601  0.38739645  0.15425347
 -0.4700034  -0.2540734  -0.12311911 -0.11956451 -0.05602003 -0.15886745
 -0.27605057 -0.05867287 -0.03920393  0.00360276  0.04526754 -0.03796855
 -0.38431317 -0.40655735 -0.21946223  0.06513479  0.03257175 -0.09186237
  0.3410493  -0.02830594  0.03639031 -0.30601338  0.20482606 -0.44936448
 -0.02013399  0.03767741 -0.24579816  0.24286547 -0.05831977  0.1146942
  0.16255324 -0.03006805 -0.01221521 -0.15332867 -0.05862399 -0.18280695
  0.02322797  0.16493893  0.20142148  0.14438218  0.01717238  0.04047061
  0.5670956   0.44877225 -0.16106959  0.00580289 -0.27925602 -0.1441487
 -0.0903561  -0.08908501  0.07104268 -0.31651932 -0.41866803  0.17619766
 -0.2682879   0.02428188 -0.23311189  0.01732223 -0.18383665 -0.26717392
 -0.33624148 -0.14878768 -0.1120414   0.27079022  0.01297909 -0.12427879
 -0.01252965  0.43459514  0.16712336  0.59498817  0.02052618  0.23955803
 -0.04322612  0.00809235 -0.4361524  -0.06540345  0.0315468   0.29349056
 -0.2514094  -0.19212355 -0.0619006  -0.02588628]",-23.274006,-7.003956
dumbledore,3359,0.0030037549172067138,8.379017179584453,10,NNP,12,"{'VB', 'RBR', 'VBN', 'NN', 'IN', 'RB', 'VBD', 'NNP', 'JJR', 'NNPS', 'VBP', 'RP'}",0,dumbledor,dumbledor,dumbl,9.387911912817998,0.0035160234323252638,"[ 0.05780742 -0.21396533  0.07613084  0.12561397  0.22935195  0.28697005
  0.07625546  0.15934643  0.19792086 -0.00501073 -0.05627649  0.08343489
  0.03945884 -0.21130994 -0.01396804  0.1489918   0.13797604  0.00586868
 -0.31320184 -0.00517631  0.19142367 -0.3236133   0.27848962  0.05429052
 -0.37772033  0.02282617 -0.0508816   0.00478665 -0.34259623 -0.04277597
 -0.27480552  0.18382007 -0.18280332  0.05836756 -0.3030819  -0.08026847
  0.08118576 -0.17809992 -0.11141374 -0.0844892  -0.05343324  0.22624485
 -0.08676872  0.03397824 -0.1886031   0.08033361 -0.12821051  0.15307495
  0.04567513  0.44644967 -0.11656383 -0.19238444 -0.0492783   0.18606935
 -0.24138059 -0.1365104   0.14144579 -0.0991161   0.02815192  0.19990626
 -0.1279847   0.03683815 -0.23213394 -0.07467022 -0.28708073 -0.16275059
 -0.22822222  0.29406267  0.16455255  0.12072051  0.22537778  0.0408646
 -0.16511689  0.14366697  0.16005096 -0.42820084 -0.00335479 -0.0203466
 -0.10691343  0.24381207 -0.0614342  -0.10301389  0.04382351  0.16582882
 -0.13065797  0.34052292  0.32995585 -0.28089356  0.00667333 -0.03331122
 -0.20843625 -0.07694917 -0.09129558 -0.05343987 -0.20077711  0.2509262
 -0.15373091 -0.09703513  0.08044954 -0.03977881 -0.01012409  0.38478646
  0.01927147  0.19708863 -0.15805927 -0.20894536 -0.02043756  0.12352788
  0.08743616 -0.4498886   0.12113447 -0.22944194 -0.03312236 -0.13333955
 -0.14151658 -0.23906858  0.10566752 -0.00168578  0.04207506 -0.38323826
  0.07807249 -0.2644476   0.2570907  -0.12863737 -0.25711536 -0.16770436
  0.1667412   0.10755414  0.00969094  0.17312792  0.17257763 -0.1042841
 -0.02301226 -0.1393052  -0.00561847  0.29402953 -0.0331108   0.38186073
  0.2769196  -0.3209172   0.28905135 -0.05348043  0.2466564   0.08068997
 -0.35933906 -0.09279718  0.20460114  0.05387229  0.11051552  0.16284695
 -0.21541339 -0.13301836 -0.36749396  0.10917594 -0.09603897  0.0311888
  0.06355551  0.17535678  0.0057329  -0.20837203 -0.27964336 -0.07252227
  0.05684765  0.13753073 -0.2595711   0.04121467  0.06279799  0.14050703
 -0.20150055  0.07237364 -0.31583038 -0.13971986  0.17085038 -0.2598324
 -0.04831173 -0.2349559  -0.18720603  0.06628484  0.08659429 -0.12825559
 -0.32085    -0.1798867  -0.09265887  0.25373766  0.05850014 -0.08580311
 -0.28412452 -0.1515344  -0.16153488  0.25363934  0.08543885 -0.28152144
  0.06347602  0.06915524  0.06094464 -0.07683876  0.24328594 -0.04019172
 -0.10912278  0.04470392 -0.2534341   0.10927667  0.29666182 -0.2504519
  0.31869915  0.05650709 -0.2940653  -0.13617927 -0.01591337 -0.01646608
 -0.2858798   0.37103477  0.12520881 -0.01169362 -0.0232815  -0.0087137
  0.3410387   0.31402922 -0.33843067  0.15570833 -0.24441245 -0.18326871
  0.24909587 -0.22169127  0.15850322 -0.3146432  -0.10138597  0.20941639
  0.13812903 -0.03195923 -0.1228056  -0.04651125 -0.07679334 -0.3194581
 -0.04223669  0.07740171 -0.34479126  0.02543267  0.01810225 -0.19190769
 -0.3826702   0.0900913   0.13284005  0.1485071  -0.12442061 -0.24681285
  0.33162975  0.15504539 -0.10736515 -0.14009944 -0.12673235  0.19987048
 -0.09556336 -0.29950944 -0.29998747 -0.0368777 ]",-43.87775,-14.400232
back,3232,0.002890186332959839,8.434621777067157,4,RB,7,"{'VB', 'NN', 'RB', 'NNP', 'VBP', 'RP', 'JJ'}",0,back,back,back,0.0,0.0,"[-1.00401454e-01 -3.35122459e-02  2.34836880e-02 -1.12083912e-01
  1.98605552e-01  1.52355909e-01 -2.72273310e-02  2.89849490e-02
 -8.86152163e-02  1.05784565e-01  2.34917756e-02  1.82629019e-01
  1.97726190e-02 -9.43806693e-02  2.00035032e-02  1.28529314e-02
 -1.33715764e-01 -2.69429862e-01 -1.52246371e-01  1.13324136e-01
  2.75867313e-01 -1.77417085e-01 -6.21937476e-02 -1.96778644e-02
  2.03609362e-01  1.98694691e-01  3.57215941e-01 -3.68130840e-02
  2.92830151e-02 -1.46030083e-01 -1.09470740e-01  6.89673945e-02
 -1.61568701e-01  4.68498766e-02 -8.96691605e-02  2.02475503e-01
 -6.00352697e-02  5.21448441e-02  4.93115447e-02 -4.97943982e-02
 -1.81464881e-01  4.12089378e-01 -1.51738152e-01 -2.41910845e-01
  2.64246583e-01 -2.00466946e-01 -1.61328703e-01  1.02748297e-01
  2.27599770e-01 -3.77227992e-01 -2.59457409e-01  5.09832874e-02
 -1.23556457e-01  1.26209870e-01  2.07669977e-02  8.71473849e-02
  2.76462883e-01 -3.67653400e-01 -2.04418197e-01  1.64386243e-01
  5.38641773e-02  1.69842973e-01 -2.00986117e-02  3.84437889e-02
 -2.68147364e-02  1.42006993e-01  2.22443908e-01  1.53274387e-01
  1.06308892e-01 -3.00815497e-02  1.64252460e-01  1.68513104e-01
  1.01538301e-01 -5.41332811e-02 -6.34831041e-02 -7.56870583e-02
  9.39689428e-02 -3.17460969e-02  2.22057462e-01  2.58576930e-01
 -2.09304411e-02 -3.00316364e-01 -5.48758097e-02  2.13964526e-02
 -2.06686705e-01  1.00289680e-01  2.01482862e-01  1.91232432e-02
 -1.58656910e-01  8.77550766e-02  2.91820616e-01 -3.45638901e-01
 -6.24976456e-02 -1.59146234e-01  1.19399671e-02  1.20233074e-02
  4.57823314e-02 -1.05125129e-01 -9.68480706e-02  9.99291688e-02
 -4.07747552e-02  1.74095392e-01 -1.19634546e-01  1.35109527e-02
  1.55627683e-01  1.26751870e-01  2.59964354e-02 -6.14449792e-02
 -6.56458214e-02  7.53691196e-02 -6.37737010e-03 -1.79613262e-01
 -9.54909325e-02  9.53453034e-02  3.51724595e-01 -3.85329276e-02
  6.31419271e-02  1.18691631e-01 -4.16280031e-02  7.14594275e-02
 -1.45808101e-01 -2.20013931e-01  2.43559107e-01 -1.38993382e-01
 -2.03490809e-01 -2.00987384e-01  1.04645500e-02 -8.14212859e-02
  5.84609387e-03  1.71456173e-01  1.07311651e-01 -2.38327861e-01
  2.09061980e-01 -1.91810414e-01  4.12147343e-02 -8.19890797e-02
 -1.59687787e-01 -5.16018420e-02  3.04569125e-01 -8.81098360e-02
 -2.22172305e-01 -8.01312551e-02 -4.45104502e-02  8.57351944e-02
 -2.94664919e-01 -4.17503752e-02  2.17003915e-02  1.53171912e-01
 -2.35881340e-02 -9.84702185e-02  3.35804403e-01 -3.30861248e-02
 -3.31642151e-01  9.14428458e-02 -3.81250195e-02  2.06830546e-01
 -1.26823246e-01 -9.47941002e-03  1.26683727e-01 -1.27479985e-01
 -1.81922793e-01 -2.06859276e-01 -1.82818905e-01 -5.40124774e-02
  1.55319676e-01  4.98374514e-02 -1.28016979e-01 -2.27545444e-02
  2.04411224e-01  5.52686453e-02 -2.58776009e-01 -3.33797544e-01
 -1.91024486e-02  2.28070483e-01 -1.30819187e-01 -2.01644693e-02
 -1.06901955e-02 -7.68287778e-02 -1.32593498e-01 -2.60336161e-01
 -5.48892561e-03  2.28752822e-01  8.39889497e-02 -1.12339944e-01
  3.13276798e-01 -2.91924715e-01 -1.02689400e-01 -1.93297938e-01
 -1.28670186e-01  1.48635898e-02  1.33989364e-01  3.81875366e-01
 -8.11317861e-02  8.16388335e-03  2.68792421e-01  2.19422936e-01
 -2.46697024e-01 -2.35747084e-01 -9.79085043e-02  7.12312572e-03
  7.36646503e-02 -2.27931160e-02 -1.01187944e-01  3.49484205e-01
 -3.83754057e-04 -2.19482649e-02 -2.52243191e-01 -3.40675861e-01
 -1.88969225e-01 -1.49886698e-01  1.07788645e-01  1.62337080e-01
 -9.44089890e-03  3.73157054e-01 -1.88286245e-01  3.30387801e-02
  2.47294500e-01  9.13277268e-02 -1.41859710e-01  3.88601534e-02
 -1.44690454e-01  1.88911602e-01 -2.95754708e-02 -1.95746019e-01
 -1.72923118e-01  6.95758760e-02  2.20678240e-01 -2.05165431e-01
  6.54491410e-02 -4.92340662e-02  9.39901620e-02 -7.85903037e-02
  3.46162245e-02 -9.78221074e-02 -6.12536035e-02 -3.97550948e-02
 -1.21207193e-01  2.28302494e-01 -8.16995874e-02 -2.34589934e-01
 -1.76932156e-01  2.56679170e-02  3.31252903e-01  3.35044891e-01
 -1.06232822e-01  1.16323687e-01 -3.73520888e-04  1.29664645e-01
 -1.05891682e-01 -8.36460292e-02  1.09633543e-02  6.25778511e-02
 -1.73775315e-01 -2.13352308e-01 -2.12274060e-01 -1.57513559e-01]",-12.646647,-47.10012
