book_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
1,0.073081395758675,0.14013295159716196,7.855268030390673e-05,7.855267974364728e-05,0.002051467774473803,7.855268043282786e-05,7.855267902821154e-05,0.26327540457478243,7.855268051445115e-05,0.18316182412339962,0.038945874961555,7.855267902821154e-05,0.030744061482532142,0.0030958943459211737,0.16825152714628003,0.004961436109587245,0.02631393861474954,0.0015222008696471297,0.0222764615820686,0.04171424498011502
2,7.325350644951726e-05,0.14625488428594535,7.325350636929216e-05,7.325350590890092e-05,0.04440915897293956,7.325350656869839e-05,7.325350509861193e-05,0.30877329758564653,7.325350640046519e-05,0.02343140780951159,7.32535066343279e-05,7.325350509861193e-05,0.007303579913161047,0.0883159103017874,0.2510582940872604,0.0035750136444008557,7.325350655178759e-05,0.021694153726773645,7.32535063593389e-05,0.10445176461113401
3,0.010430558506140287,0.08970615801310632,7.741989169590356e-05,0.04484510437281224,0.046914939895494515,7.741989190784405e-05,7.741989052364406e-05,0.16080512937109182,7.741989184938021e-05,0.06205548224552624,0.0584906245158604,7.741989052364406e-05,0.0014730720753325008,7.741989192756043e-05,0.2545001399787923,0.0006415673828031001,0.056271815386191644,0.062230229903673835,0.0004081201166331785,0.15076253888811367
4,0.009609128783071465,0.012917885764263573,7.521322340303034e-05,7.521322299525272e-05,7.521322352429124e-05,0.016031896603712733,7.521322218032165e-05,0.25443248917183275,0.06391295977152836,0.011785799004091232,0.03290347434667648,7.521322218032165e-05,0.05787781991243807,0.03391525472539078,0.24779576122371147,0.001170265033666455,0.07652383423162033,0.0005577907214785508,0.02705815048301713,0.1531314241092174
5,0.020421684435247132,0.016517459341960236,0.011951943742939355,5.447166049623e-05,5.4471660766749775e-05,0.04374357554267312,5.447165984386701e-05,0.21594684029271893,0.003264322689961454,0.031158959860983153,0.07017250673791751,5.447165984386701e-05,0.05143181926545621,0.03209100976912632,0.35730872338142033,0.020156455699068918,0.02787082466209722,0.00024221003161821965,5.447166078594347e-05,0.09744930624507522
6,0.035907068045286136,0.006111167927506153,6.704363664648285e-05,6.704363606570441e-05,6.704363641996348e-05,0.044656645102895645,6.704363538479326e-05,0.26510539423184176,0.0008515589129733151,0.030403983747136955,0.03952794308375849,6.704363538479326e-05,0.13361842332659196,6.704363669246558e-05,0.31275028166846225,0.001862450096152079,0.03604139852888435,0.034792820397879204,6.704363650892821e-05,0.057901559477528584
7,0.001375634209979541,0.05903866261356462,0.059438391942330415,7.381836814679929e-05,7.381836854610216e-05,0.004444847650713049,7.381836739074583e-05,0.14384489342516435,0.002456515009297983,7.381836874134469e-05,0.10311853529947121,7.381836739074583e-05,0.15128504852595237,0.02706916072121054,0.0196013875042135,0.0003346655359172051,7.381836888910813e-05,0.0031246898331536723,0.023370051362302396,0.4010546061576243
