book_id,chap_num,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,title,chapter_regex,book_len,n_chaps,kendall_sum,doc
1,1.0,-0.07769083259224922,-0.009484337511866725,-0.15362671409982145,0.04671079426253691,-0.1458076225318723,-0.10404673045416385,-0.023179384282296434,-0.16655357604216148,0.11878877546928601,0.05279749308167085,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 1.0
1,2.0,-0.1978609438270182,-0.12445032397963343,-0.06358530003884484,0.01778674498897921,0.014053753930662438,0.053039255464691834,-0.41052294332811323,-0.15436452538940193,-0.3346832807895193,0.02076396672878412,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 2.0
1,3.0,-0.07610367959339849,0.018462619299992572,-0.2583260671132696,0.12463618264432556,-0.13967857580181112,0.06194064355028372,-0.2501632528947365,-0.2759682717714689,-0.007534648078256152,0.008870644951026962,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 3.0
1,4.0,0.6897912616989103,-0.4317477872306951,-0.13160922719205626,-0.0982897700534144,-0.13854283038119103,-0.06545361749657515,-0.044334317378998886,-0.08866734548424518,-0.039606105144926664,0.10667788199069417,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 4.0
1,5.0,0.5279629225876841,-0.2634679540686806,-0.20731297882888422,-0.04365675394906496,-0.06827175463384252,-0.13676822129815,-0.09678258855306683,0.04469090283122332,0.018064842616420294,0.11567855290504234,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 5.0
1,6.0,0.00026222344926435555,0.04080558730935843,-0.20677490012407468,0.2882097728146525,0.16957457630522516,-0.4317466431950837,0.020547847817171318,0.05813359554474652,-0.16287957235759346,-0.09233838181428812,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 6.0
1,7.0,-0.008438655631299677,0.12720649287872304,0.07806575546736538,0.020243009162177743,0.19948079103376312,-0.2756363142368945,-0.017511544184458896,0.07761884946745057,-0.06140945926216125,0.1929297710125549,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 7.0
1,8.0,0.16450569704125106,0.21787453259587017,0.0038450983191203134,-0.18261299162499775,0.19700820048881706,0.03189330153677036,-0.1433920899495001,-0.1491039788003941,-0.08042251299273949,0.1517774444613172,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 8.0
1,9.0,0.08643649077538786,0.1706137436166037,0.2666282700635872,0.3031179079062914,0.04752515808911431,-0.032124924774112794,-0.05382848282637599,-0.11559633712530555,-0.0033253002793910275,0.24039895978855444,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 9.0
1,10.0,0.10569305203766893,0.22268010552511236,0.22379868299734068,0.26481178422636487,-0.0713303419161675,0.08740344357434632,-0.030468393046073503,-0.04011285430503494,-0.0505846163845694,0.03580364246718917,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Philosopher's Stone 10.0
