book_id,chap_num,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,polarity
1,1.0,0.0010275558320149798,0.0014221901095721333,0.0009357097640332774,0.001474016109665421,0.0017347990888638286,0.0009380816126788773,0.000993213804376696,0.001474703898522204,0.0003283262171682112
1,2.0,0.0012181442766817452,0.0013673053546487696,0.001625610952338736,0.0017768040121841175,0.0015918961067784697,0.0012565505728763318,0.0011454800499382978,0.0019103957313781601,-0.0002571572517180588
1,3.0,0.0012792278672754702,0.0006990776249901665,0.001206825915175361,0.001059364528232759,0.00047696775157671917,0.0009248307248428529,0.00025543883073854775,0.0012873565239368192,-0.0012304589864467726
1,4.0,0.002317960948221615,0.001324588798705904,0.0018500443053060635,0.0026920246248807317,0.0012819819977978257,0.0023707364834057994,0.001123357682761955,0.0011579811737018918,-0.0029234407823753128
1,5.0,0.0010167137943442766,0.0010281590179544067,0.0012041896689209664,0.0012258306890237923,0.0009671387662789241,0.000906294678028379,0.0007274034015903887,0.0011932874786327776,-0.0005767418884974613
1,6.0,0.0009900619066755608,0.0008655051315876686,0.0010803444311922217,0.0010481931279373593,0.0009458482458577124,0.0010670838734212036,0.0006100995210945334,0.0008919476855618459,-0.0008074481737271839
1,7.0,0.0005410910872900857,0.000821645038188721,0.0007267075919483446,0.0008810851479591443,0.0014243211019531292,0.0010090302813066281,0.0007503135640282891,0.0013299543024321487,0.0006929975410294693
1,8.0,0.0016797059188871154,0.001552862205331314,0.001661378689160655,0.0018859028250633755,0.001334993359306551,0.0009271877197671596,0.001160981137156782,0.001535341667642498,-0.0010506408557180247
1,9.0,0.0012553738087953883,0.0011977058212056075,0.0009091262109582059,0.0013735002920114707,0.0011603377768563974,0.0010416347832444552,0.0009903995311927067,0.0012235708304693014,-0.0005337706158372286
1,10.0,0.001593849690186208,0.0009347191142045,0.0007231652921097492,0.0016221240249578777,0.00106181784447736,0.0006185922308513437,0.0006813884740994943,0.000577666618600228,-0.0008828978184621009
1,11.0,0.0025660404629314674,0.0005362391277188211,0.0013602259210822038,0.0024778862373922507,0.000877970024738958,0.0011883226278530106,0.0010451308108895903,0.0010071593806902813,-0.0012220125110613508
1,12.0,0.0009988463282668255,0.0008342671337809406,0.0008038161114420764,0.0009084273115503423,0.00100350076859619,0.0008443140879874719,0.0006769224412496393,0.0012366802753930027,4.5640083394936854e-05
1,13.0,0.002056980452364287,0.00155919649023019,0.0009431923126203196,0.001549075084208365,0.0014635759792363304,0.001682814477599505,0.000864691027564502,0.0012474412474358704,-0.0009375824457677508
1,14.0,0.0012668833482266755,0.0010120535527738273,0.0007088092763152549,0.0015235266697384705,0.001379982833006429,0.0016794263485288069,0.00036373748783829075,0.0012270682447820098,0.00011793864300477666
1,15.0,0.002153002350615437,0.000751602936835251,0.0015014412343001694,0.002361192576242512,0.0006772814501349278,0.001802173753945948,0.0005113933753502829,0.0008374117340291285,-0.002363325037151162
1,16.0,0.0013003662680127251,0.0006192942158636135,0.0009232317741586955,0.0013916251052420983,0.0005678429333567161,0.0010412591602732262,0.000423576759651247,0.000594273496633391,-0.0013330987651027954
1,17.0,0.0015773578849816775,0.0011181182116866072,0.0010692811280941115,0.0019074239777534137,0.0013619556769921214,0.0016688428736215655,0.000750644800798171,0.0012987629091134713,-0.0009750204817833492
2,1.0,0.0017650427598595896,0.0018250267074656282,0.001307885894472274,0.0020048584825884015,0.0018682108203099516,0.0020003248462527267,0.0014881323105680642,0.0020274689007808593,-0.00011534066920422658
2,2.0,0.0025405079460568366,0.001145341345995455,0.0023018595996659305,0.0032886427457692255,0.0015662193971075352,0.002651837931138254,0.001474661932170283,0.0025966477423330016,-0.0011798152771393183
2,3.0,0.0011948607024722959,0.0008953450308781314,0.001209406944488365,0.0014530272465937783,0.001097680016846224,0.0010338126131511274,0.0006491275054910288,0.0009601533964026298,-0.0008894347042279545
